DATEPRD,WELL_BORE_CODE,NPD_WELL_BORE_CODE,NPD_WELL_BORE_NAME,NPD_FIELD_CODE,NPD_FIELD_NAME,NPD_FACILITY_CODE,NPD_FACILITY_NAME,ON_STREAM_HRS,AVG_DOWNHOLE_PRESSURE,AVG_DOWNHOLE_TEMPERATURE,AVG_DP_TUBING,AVG_ANNULUS_PRESS,AVG_CHOKE_SIZE_P,AVG_CHOKE_UOM,AVG_WHP_P,AVG_WHT_P,DP_CHOKE_SIZE,BORE_OIL_VOL,BORE_GAS_VOL,BORE_WAT_VOL,BORE_WI_VOL,FLOW_KIND,WELL_TYPE
15-Feb-15,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,208.475,105.27,163.852,15.204,15.05915,%,44.623,64.264,16.517,969,"147,028",549,,production,OP
16-Feb-15,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,210.348,106.126,165.302,15.225,15.52333,%,45.046,66.276,16.682,977,"148,412",521,,production,OP
17-Feb-15,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,210.897,106.126,165.618,15.203,15.4137,%,45.279,66.611,16.906,994,"152,704",549,,production,OP
18-Feb-15,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,210.598,106.149,165.417,15.059,15.62836,%,45.181,64.951,16.819,"1,002","149,778",507,,production,OP
19-Feb-15,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,210.075,106.184,165.002,14.872,15.92248,%,45.073,65.559,16.686,"1,031","153,282",526,,production,OP
20-Feb-15,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,210.483,106.198,165.144,14.808,15.97342,%,45.339,68.208,16.703,"1,009","150,876",598,,production,OP
21-Feb-15,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,210.286,106.223,164.925,14.675,16.13627,%,45.361,69.646,16.957,996,"148,735",577,,production,OP
22-Feb-15,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,210.007,106.237,164.733,14.232,16.34559,%,45.273,68.444,16.863,"1,047","156,247",573,,production,OP
23-Feb-15,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,210.292,106.241,164.858,13.855,16.21726,%,45.434,66.263,17.002,"1,038","156,179",535,,production,OP
24-Feb-15,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,210.566,106.245,164.975,13.7,16.19581,%,45.591,68.462,16.968,"1,015","150,706",547,,production,OP
25-Feb-15,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,210.703,106.249,165.041,13.643,16.15778,%,45.662,69.961,17.206,"1,022","149,714",551,,production,OP
26-Feb-15,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,210.948,106.162,165.763,13.272,16.60875,%,45.184,68.371,16.751,"1,046","153,621",515,,production,OP
27-Feb-15,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,211.36,106.118,166.207,13.01,16.69452,%,45.153,67.394,16.759,"1,057","157,118",558,,production,OP
28-Feb-15,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,210.894,106.123,165.664,12.787,16.83836,%,45.23,66.708,16.837,"1,059","161,658",560,,production,OP
01-Mar-15,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,211.008,106.128,165.611,12.524,16.78351,%,45.397,67.497,16.853,"1,056","160,334",553,,production,OP
02-Mar-15,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,210.974,106.132,165.66,12.493,16.79768,%,45.315,70.294,16.975,"1,051","159,343",551,,production,OP
03-Mar-15,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,210.905,106.136,165.522,12.284,16.77707,%,45.383,69.333,17.064,"1,053","158,788",545,,production,OP
04-Mar-15,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,208.73,105.102,164.011,11.987,15.96138,%,44.719,69.825,16.636,"1,051","158,639",529,,production,OP
05-Mar-15,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,209.431,106.164,164.752,11.817,17.271,%,44.679,68.433,16.198,"1,078","163,104",562,,production,OP
06-Mar-15,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,201.507,106.273,160.631,11.499,20.36496,%,40.876,69.304,12.227,"1,213","182,683",652,,production,OP
07-Mar-15,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,199.78,106.313,159.571,10.765,20.64924,%,40.21,66.196,11.762,"1,219","184,776",661,,production,OP
08-Mar-15,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,200.504,106.31,159.919,10.347,20.20724,%,40.585,69.867,12.152,"1,211","183,381",657,,production,OP
09-Mar-15,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,200.218,106.317,159.751,11.015,20.02868,%,40.468,69.495,12.015,"1,202","180,486",645,,production,OP
10-Mar-15,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,200.226,106.322,159.753,11.084,20.39665,%,40.473,69.548,12.028,"1,214","180,257",653,,production,OP
11-Mar-15,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,200.035,106.329,159.613,10.615,20.60106,%,40.422,70.132,12.001,"1,223","181,173",661,,production,OP
12-Mar-15,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,200.152,106.328,159.719,10.078,20.5596,%,40.433,70.359,12.015,"1,218","180,678",680,,production,OP
13-Mar-15,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,200.141,106.283,159.809,9.394,20.87011,%,40.332,69.893,11.929,"1,219","182,929",667,,production,OP
14-Mar-15,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,200.058,106.136,159.871,8.748,21.26967,%,40.188,71.293,11.772,"1,247","185,977",679,,production,OP
15-Mar-15,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,210.86,105.568,164.692,8.679,21.92727,%,46.168,73.022,17.615,"1,633","241,011",823,,production,OP
16-Mar-15,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,219.38,105.247,167.399,10.489,22.46525,%,51.981,73.555,23.196,"2,002","294,179",761,,production,OP
17-Mar-15,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,219.628,105.267,167.248,11.25,22.46576,%,52.381,73.564,23.601,"2,025","294,996",744,,production,OP
18-Mar-15,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,219.456,105.329,166.87,11.366,22.26938,%,52.586,75.023,23.817,"2,022","293,907",737,,production,OP
19-Mar-15,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,219.11,105.398,166.486,11.253,21.96316,%,52.624,74.48,23.899,"2,000","292,781",729,,production,OP
20-Mar-15,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,219.368,105.429,166.651,11.081,21.74764,%,52.717,74.296,23.993,"2,036","296,726",783,,production,OP
21-Mar-15,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,219.281,105.446,166.84,10.936,21.83396,%,52.44,74.781,23.729,"2,065","300,168",739,,production,OP
22-Mar-15,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,252.281,105.288,176.553,8.63,12.00069,%,75.727,55.797,47.165,"1,145","173,605",430,,production,OP
23-Mar-15,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,23.83,287.052,105.234,188.171,9.427,4.40473,%,98.881,36.236,70.542,334,"52,036",129,,production,OP
24-Mar-15,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,292.248,105.227,191.26,11.978,4.48335,%,100.988,39.519,72.646,357,"54,915",152,,production,OP
25-Mar-15,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,285.373,105.051,190.524,14.502,7.32114,%,94.848,47.433,66.282,801,"120,950",306,,production,OP
26-Mar-15,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,225.205,105.348,174.375,23.834,25.63936,%,50.83,74.815,19.495,"1,994","293,071",772,,production,OP
27-Mar-15,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,219.559,105.456,168.909,23.127,24.68595,%,50.65,75.53,19.226,"1,955","281,414",730,,production,OP
28-Mar-15,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,219.383,105.467,168.604,22.289,23.0897,%,50.779,73.479,21.13,"2,014","269,634",746,,production,OP
29-Mar-15,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,220.255,105.463,168.922,22.094,21.52402,%,51.333,75.531,22.574,"1,835","263,835",676,,production,OP
30-Mar-15,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,220.092,105.477,168.778,21.498,21.99374,%,51.314,74.976,22.314,"1,928","278,374",728,,production,OP
31-Mar-15,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,219.664,105.495,168.565,21.072,21.94723,%,51.098,74.697,22.32,"1,918","272,553",707,,production,OP
01-Apr-15,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,220.203,105.498,168.768,20.648,21.56691,%,51.435,74.505,22.638,"1,811","265,162",688,,production,OP
02-Apr-15,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,220.488,105.5,168.942,20.258,21.32053,%,51.547,74.629,22.194,"1,825","266,034",680,,production,OP
03-Apr-15,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,219.987,105.517,168.705,20.077,21.49887,%,51.282,75.073,21.907,"1,826","262,155",681,,production,OP
04-Apr-15,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,219.749,105.524,168.639,19.677,21.46538,%,51.111,74.895,21.759,"1,818","264,458",679,,production,OP
05-Apr-15,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,219.681,105.532,168.584,19.232,21.47562,%,51.097,74.769,21.775,"1,810","263,973",674,,production,OP
06-Apr-15,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,219.654,105.539,168.654,18.888,21.45566,%,51.0,74.508,21.67,"1,808","262,887",683,,production,OP
07-Apr-15,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,219.542,105.437,168.549,18.521,21.38385,%,50.992,75.072,21.693,"1,791","260,149",804,,production,OP
08-Apr-15,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,220.018,105.541,168.675,18.204,20.96206,%,51.343,74.778,22.042,"1,764","255,746",791,,production,OP
09-Apr-15,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,219.943,105.542,168.631,17.814,20.97055,%,51.312,73.04,21.971,"1,759","255,241",789,,production,OP
10-Apr-15,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,219.632,105.547,168.498,17.519,21.01584,%,51.134,73.39,21.776,"1,744","255,252",794,,production,OP
11-Apr-15,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,219.662,105.548,168.518,17.205,21.00344,%,51.144,73.719,21.76,"1,750","254,105",790,,production,OP
12-Apr-15,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,220.047,105.549,168.673,17.002,20.70422,%,51.374,72.502,22.032,"1,729","252,948",779,,production,OP
13-Apr-15,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,220.91,105.539,169.11,16.906,20.49373,%,51.8,74.125,22.492,"1,709","256,239",781,,production,OP
14-Apr-15,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,220.921,105.554,169.136,16.787,20.47694,%,51.785,73.318,22.446,"1,714","257,148",809,,production,OP
15-Apr-15,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,220.878,105.569,169.164,16.802,20.78581,%,51.713,75.211,22.348,"1,769","262,244",846,,production,OP
16-Apr-15,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,220.972,105.586,169.249,16.657,20.94946,%,51.723,75.286,22.325,"1,769","262,541",859,,production,OP
17-Apr-15,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,221.355,105.601,169.422,16.691,20.52399,%,51.933,75.607,22.532,"1,781","264,883",863,,production,OP
18-Apr-15,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,221.853,105.617,169.607,16.554,20.98104,%,52.246,75.482,22.872,"1,803","268,460",858,,production,OP
19-Apr-15,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,222.201,105.64,169.773,16.559,20.98662,%,52.428,75.649,23.087,"1,820","262,914",866,,production,OP
20-Apr-15,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,221.888,105.674,169.628,16.556,21.23229,%,52.26,75.76,23.208,"1,815","263,560",862,,production,OP
21-Apr-15,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,221.789,105.697,169.625,16.419,21.25809,%,52.163,75.916,23.476,"1,832","269,690",820,,production,OP
22-Apr-15,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,221.891,105.7,169.736,16.287,21.25069,%,52.155,76.021,23.457,"1,833","268,095",838,,production,OP
23-Apr-15,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,221.725,105.708,169.609,16.194,21.30261,%,52.116,75.98,23.428,"1,919","277,543",831,,production,OP
24-Apr-15,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,221.555,105.724,169.419,16.157,21.29273,%,52.136,75.915,23.476,"1,909","276,282",829,,production,OP
25-Apr-15,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,221.251,105.738,169.245,15.956,21.39999,%,52.005,75.613,23.341,"1,901","275,040",843,,production,OP
26-Apr-15,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,221.122,105.747,169.162,15.829,21.41682,%,51.96,75.58,23.29,"1,899","274,461",829,,production,OP
27-Apr-15,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,220.826,105.757,168.996,15.762,21.51103,%,51.829,75.296,23.173,"1,916","276,252",836,,production,OP
28-Apr-15,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,220.596,105.765,168.894,15.621,21.55464,%,51.701,74.737,23.048,"1,913","275,368",830,,production,OP
29-Apr-15,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,220.61,105.766,168.924,15.583,21.45883,%,51.686,75.295,23.011,"1,907","273,532",809,,production,OP
30-Apr-15,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,220.495,105.77,168.869,15.467,21.41851,%,51.627,75.675,22.801,"1,911","274,110",797,,production,OP
01-May-15,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,220.463,105.772,168.877,15.354,21.36788,%,51.586,75.711,22.879,"1,906","271,875",795,,production,OP
02-May-15,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,220.477,105.784,169.07,15.357,21.39576,%,51.407,75.688,22.719,"1,893","269,695",793,,production,OP
03-May-15,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,220.425,105.79,169.28,15.231,21.46273,%,51.145,74.796,22.487,"1,874","270,093",793,,production,OP
04-May-15,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,220.104,105.797,169.383,15.151,21.61467,%,50.721,73.905,21.623,"1,852","269,188",804,,production,OP
05-May-15,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,219.936,105.798,169.542,14.961,21.67387,%,50.394,74.302,21.581,"1,855","271,329",805,,production,OP
06-May-15,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,219.876,105.806,169.592,14.641,21.68166,%,50.284,73.846,21.583,"1,820","265,934",805,,production,OP
07-May-15,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,219.828,105.811,169.717,14.364,21.68359,%,50.112,75.424,21.4,"1,825","264,849",802,,production,OP
08-May-15,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,219.993,105.825,169.978,14.144,21.63072,%,50.015,75.334,21.305,"1,799","268,283",800,,production,OP
09-May-15,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,220.227,105.842,170.309,13.741,21.70907,%,49.918,75.343,21.234,"1,810","263,393",804,,production,OP
10-May-15,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,220.333,105.839,170.286,13.48,21.64983,%,50.047,75.58,21.366,"1,805","263,355",800,,production,OP
11-May-15,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,220.315,105.835,170.318,13.13,21.60531,%,49.997,73.445,21.318,"1,802","262,553",795,,production,OP
12-May-15,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,220.058,105.833,170.23,12.79,21.59288,%,49.827,72.889,21.134,"1,798","261,610",793,,production,OP
13-May-15,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,219.691,105.837,170.137,12.424,21.83126,%,49.554,75.648,20.925,"1,802","261,697",797,,production,OP
14-May-15,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,219.657,105.836,170.152,12.136,21.92297,%,49.506,75.841,20.95,"1,816","263,353",771,,production,OP
15-May-15,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,219.508,105.836,170.063,11.925,21.96428,%,49.446,75.306,20.878,"1,819","263,167",770,,production,OP
16-May-15,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,219.762,105.835,170.152,11.738,21.638,%,49.61,75.303,21.036,"1,806","260,503",759,,production,OP
17-May-15,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,220.116,105.834,170.306,11.593,21.42075,%,49.81,75.684,21.247,"1,785","258,434",751,,production,OP
18-May-15,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,220.023,105.835,170.268,11.394,21.51527,%,49.754,75.146,21.191,"1,781","259,377",753,,production,OP
19-May-15,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,220.031,105.836,170.31,11.341,21.4304,%,49.72,74.964,21.144,"1,784","258,024",749,,production,OP
20-May-15,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,220.072,105.837,170.383,11.253,21.33326,%,49.689,76.148,21.13,"1,775","256,290",744,,production,OP
21-May-15,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,220.051,105.838,170.39,11.057,21.28883,%,49.661,74.669,21.118,"1,747","255,508",752,,production,OP
22-May-15,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,220.018,105.838,170.429,10.851,21.30934,%,49.589,75.187,21.01,"1,727","252,127",825,,production,OP
23-May-15,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,219.944,105.84,170.485,10.736,21.3288,%,49.459,75.982,20.795,"1,639","248,352",750,,production,OP
24-May-15,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,219.877,105.842,170.473,10.619,21.36468,%,49.404,75.497,20.437,"1,756","257,739",846,,production,OP
25-May-15,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,219.752,105.845,170.512,10.565,21.33183,%,49.24,76.29,20.554,"1,653","243,211",788,,production,OP
26-May-15,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,219.693,105.848,170.53,10.495,21.33459,%,49.162,76.321,20.517,"1,706","250,744",778,,production,OP
27-May-15,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,219.676,105.848,170.565,10.426,20.81662,%,49.111,75.837,20.508,"1,667","244,091",775,,production,OP
28-May-15,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,220.258,105.843,170.832,10.339,20.90946,%,49.427,75.611,20.834,"1,706","251,408",863,,production,OP
29-May-15,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,220.522,105.839,170.962,10.292,20.70415,%,49.56,74.71,20.984,"1,681","247,195",791,,production,OP
30-May-15,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,220.443,105.84,171.005,10.245,20.76541,%,49.439,76.138,20.871,"1,671","246,621",823,,production,OP
31-May-15,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,220.197,105.843,170.984,12.855,20.4208,%,49.213,76.105,20.649,"1,672","247,510",752,,production,OP
01-Jun-15,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,220.136,105.842,171.034,19.92,20.82932,%,49.102,74.318,20.529,"1,683","250,716",813,,production,OP
02-Jun-15,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,219.98,105.842,171.053,19.727,20.86392,%,48.927,73.276,20.324,"1,683","251,486",815,,production,OP
03-Jun-15,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,220.006,105.838,171.209,19.763,20.80031,%,48.797,76.076,20.238,"1,667","247,523",800,,production,OP
04-Jun-15,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,220.06,105.836,171.321,19.74,20.73307,%,48.738,76.026,20.202,"1,659","245,331",772,,production,OP
05-Jun-15,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,219.816,105.839,171.29,19.441,20.80439,%,48.526,75.302,19.994,"1,664","242,392",744,,production,OP
06-Jun-15,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,219.848,105.839,171.388,19.269,20.68406,%,48.46,72.965,19.915,"1,651","240,468",741,,production,OP
07-Jun-15,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,22.82,226.651,105.776,174.246,18.759,17.84592,%,52.405,72.633,23.548,"1,497","224,020",796,,production,OP
08-Jun-15,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,220.212,105.862,171.887,19.104,20.91732,%,48.325,76.262,19.729,"1,673","243,395",760,,production,OP
09-Jun-15,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,220.06,105.864,171.859,19.07,20.79633,%,48.201,76.578,19.596,"1,655","240,519",736,,production,OP
10-Jun-15,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,220.262,105.859,172.02,18.853,20.6464,%,48.242,76.503,19.666,"1,633","237,107",716,,production,OP
11-Jun-15,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,220.157,105.855,172.038,18.768,20.62981,%,48.12,76.345,19.547,"1,616","235,207",778,,production,OP
12-Jun-15,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,220.128,105.853,172.118,18.635,20.57621,%,48.009,76.334,19.406,"1,616","235,818",715,,production,OP
13-Jun-15,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,220.167,105.85,172.271,18.514,20.59866,%,47.896,76.879,19.302,"1,598","230,357",710,,production,OP
14-Jun-15,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,219.996,105.849,172.309,18.23,20.77804,%,47.688,76.297,19.088,"1,580","229,963",752,,production,OP
